wellbeing,log_income,income,income_above_100
62.059,10.92,55000,0
52.207,11.83,137500,1
52.597,11.35,85000,0
63.824,11.46,95000,0
77.196,10.46,35000,0
78.758,12.07,175000,1
56.447,12.9,4.00E+05,1
68.619,11.63,112500,1
76.214,11.83,137500,1
61.652,12.07,175000,1
48.607,11.46,95000,0
60.504,12.07,175000,1
71.747,11.35,85000,0
69,11.63,112500,1
68.439,11.23,75000,0
69.801,11.83,137500,1
68.203,12.07,175000,1
60.367,11.08,65000,0
60.809,12.07,175000,1
76.818,12.43,250000,1
59.244,11.08,65000,0
54.893,11.23,75000,0
56.139,11.23,75000,0
57.323,12.43,250000,1
67.798,12.43,250000,1
79.842,12.07,175000,1
60.103,10.92,55000,0
64.31,11.35,85000,0
74,11.35,85000,0
53.807,11.08,65000,0
54.992,11.23,75000,0
65.894,11.46,95000,0
56.895,10.92,55000,0
65.342,11.63,112500,1
62.555,10.71,45000,0
44.253,11.83,137500,1
70.724,10.13,25000,0
49.853,12.43,250000,1
63.191,11.63,112500,1
92.822,10.71,45000,0
60.809,10.13,25000,0
59.875,10.92,55000,0
56.674,12.9,4.00E+05,1
67.724,11.23,75000,0
68,10.13,25000,0
70.332,11.46,95000,0
40.717,12.07,175000,1
58.728,10.71,45000,0
39.945,11.08,65000,0
54.61,12.07,175000,1
48.017,10.71,45000,0
62,9.62,15000,0
65.838,12.43,250000,1
63,12.43,250000,1
48.928,11.23,75000,0
73.323,10.71,45000,0
43.581,11.83,137500,1
68.585,10.13,25000,0
50,11.23,75000,0
71.706,11.35,85000,0
90.25,11.46,95000,0
58.103,10.46,35000,0
71.315,10.92,55000,0
72.429,10.46,35000,0
52.738,11.63,112500,1
19.191,11.83,137500,1
68.797,11.35,85000,0
50.475,10.71,45000,0
65.779,12.43,250000,1
68.797,10.92,55000,0
73.323,12.07,175000,1
51.793,10.92,55000,0
62.949,11.83,137500,1
70.105,12.07,175000,1
67.245,12.43,250000,1
50.752,10.71,45000,0
64.617,10.46,35000,0
51.129,11.63,112500,1
68.485,10.92,55000,0
60.103,10.13,25000,0
60.419,11.83,137500,1
80.58,10.46,35000,0
62,10.13,25000,0
62.09,11.35,85000,0
82.256,10.71,45000,0
55.994,10.71,45000,0
65.404,11.83,137500,1
62.62,12.07,175000,1
80.965,10.13,25000,0
65.52,10.13,25000,0
75.784,11.35,85000,0
51.073,10.92,55000,0
56.292,10.46,35000,0
72.013,11.46,95000,0
70.899,11.63,112500,1
49.336,10.13,25000,0
54.496,10.71,45000,0
59.299,11.23,75000,0
53.513,11.63,112500,1
55.349,11.35,85000,0
55.025,11.83,137500,1
93.326,10.71,45000,0
72.114,11.23,75000,0
61.227,11.83,137500,1
70.724,10.92,55000,0
59.244,10.46,35000,0
70.292,13.35,625000,1
54.992,11.63,112500,1
60.875,11.23,75000,0
73.883,11.63,112500,1
56.797,12.07,175000,1
84.855,11.08,65000,0
66.38,11.63,112500,1
59.019,12.07,175000,1
70.769,11.46,95000,0
79.905,11.63,112500,1
55,11.83,137500,1
65,12.07,175000,1
62.911,10.13,25000,0
58.545,10.92,55000,0
63.569,11.23,75000,0
67.688,12.07,175000,1
64.31,11.63,112500,1
71.793,11.46,95000,0
68.485,11.83,137500,1
57.323,10.92,55000,0
71.315,11.63,112500,1
57.081,10.71,45000,0
71.88,11.08,65000,0
66.857,10.46,35000,0
57.286,12.9,4.00E+05,1
82.681,11.83,137500,1
50.692,10.71,45000,0
62.524,10.92,55000,0
58.396,10.92,55000,0
55.315,12.07,175000,1
49.409,11.08,65000,0
62.667,9.62,15000,0
48.761,10.13,25000,0
55.453,11.46,95000,0
62.259,10.13,25000,0
67.411,12.07,175000,1
58.51,11.63,112500,1
51.19,10.46,35000,0
76.469,12.07,175000,1
67.629,11.08,65000,0
59.969,11.63,112500,1
50,11.08,65000,0
51.745,11.08,65000,0
59.495,10.71,45000,0
65.739,11.23,75000,0
48.349,10.13,25000,0
61.175,10.92,55000,0
80.965,10.92,55000,0
81.988,11.83,137500,1
72.25,10.46,35000,0
80.965,12.07,175000,1
71.51,11.83,137500,1
76.957,12.9,4.00E+05,1
66.079,11.46,95000,0
68,11.63,112500,1
83.59,12.07,175000,1
65.342,10.71,45000,0
59.211,10.46,35000,0
67.931,11.63,112500,1
68.005,12.43,250000,1
47,11.23,75000,0
54.38,10.71,45000,0
90.011,10.71,45000,0
83.257,10.46,35000,0
61.029,11.63,112500,1
54.262,11.46,95000,0
71.706,11.83,137500,1
55.2,12.07,175000,1
90.703,10.13,25000,0
46.004,10.92,55000,0
60.138,10.13,25000,0
26.73,11.23,75000,0
74.881,10.92,55000,0
68.967,10.46,35000,0
56.895,10.13,25000,0
58.944,11.08,65000,0
69.176,11.63,112500,1
66.194,11.23,75000,0
57.818,11.35,85000,0
63.021,11.63,112500,1
57.533,12.07,175000,1
62.09,11.83,137500,1
61.777,11.23,75000,0
50.114,12.07,175000,1
64.981,11.63,112500,1
48.928,12.43,250000,1
54.458,10.92,55000,0
59.659,10.92,55000,0
67.66,11.46,95000,0
59.794,11.35,85000,0
71.793,10.92,55000,0
70.526,12.9,4.00E+05,1
54.61,10.13,25000,0
72.598,11.23,75000,0
59.625,11.23,75000,0
58.219,12.43,250000,1
78.534,10.46,35000,0
69.212,10.92,55000,0
57.183,11.46,95000,0
36.303,11.23,75000,0
52.541,11.08,65000,0
51.512,11.46,95000,0
56.168,11.35,85000,0
57.763,10.13,25000,0
73.274,12.43,250000,1
83.976,12.43,250000,1
49.729,10.92,55000,0
57.081,9.62,15000,0
57.286,11.46,95000,0
60.529,11.23,75000,0
46.967,11.23,75000,0
65.431,11.63,112500,1
58.071,11.63,112500,1
60.719,11.63,112500,1
61.597,11.23,75000,0
55.69,10.46,35000,0
58.695,11.63,112500,1
74.256,11.63,112500,1
67.977,11.35,85000,0
71.403,12.07,175000,1
79.759,12.43,250000,1
54.127,9.62,15000,0
59.969,10.46,35000,0
38.242,10.92,55000,0
60.001,11.83,137500,1
62.825,10.71,45000,0
57.763,11.08,65000,0
60.529,11.35,85000,0
47.656,12.07,175000,1
33.023,12.07,175000,1
69.586,11.35,85000,0
60.559,11.08,65000,0
78.462,11.83,137500,1
57.93,11.46,95000,0
50.305,11.46,95000,0
76.818,11.08,65000,0
67.764,11.46,95000,0
86.554,10.71,45000,0
76.148,10.46,35000,0
53.601,11.08,65000,0
74.98,12.07,175000,1
46.004,12.07,175000,1
65.668,11.83,137500,1
40.435,9.62,15000,0
63.268,11.08,65000,0
74.881,10.46,35000,0
95.241,12.9,4.00E+05,1
49.478,12.43,250000,1
51.958,11.23,75000,0
72.512,10.71,45000,0
73.642,12.07,175000,1
54.935,11.63,112500,1
63.063,10.92,55000,0
65.55,10.92,55000,0
81.595,9.62,15000,0
60.689,11.83,137500,1
73.883,10.71,45000,0
61.148,10.92,55000,0
73.005,10.71,45000,0
75.193,11.46,95000,0
100,9.62,15000,0
77.196,13.35,625000,1
67.211,12.07,175000,1
76.214,11.46,95000,0
75.677,10.46,35000,0
53.094,11.08,65000,0
56.168,9.62,15000,0
76.282,9.62,15000,0
57.485,11.23,75000,0
52.323,11.63,112500,1
73.933,9.62,15000,0
81.159,10.13,25000,0
55.111,11.46,95000,0
46.711,11.63,112500,1
68.895,11.46,95000,0
48.607,12.07,175000,1
69.331,11.83,137500,1
63.79,11.08,65000,0
49.409,9.62,15000,0
60.504,13.35,625000,1
60.037,10.13,25000,0
64.894,10.92,55000,0
61.894,10.71,45000,0
100,12.07,175000,1
65.983,11.23,75000,0
66.78,10.71,45000,0
72.38,10.13,25000,0
56.447,12.07,175000,1
55.2,10.13,25000,0
79.085,11.83,137500,1
55.424,11.63,112500,1
65.952,11.63,112500,1
75.46,10.71,45000,0
70.218,10.46,35000,0
76.214,10.92,55000,0
74.825,11.46,95000,0
80.58,11.63,112500,1
69.509,11.46,95000,0
62.288,11.08,65000,0
55.529,11.46,95000,0
51.745,10.71,45000,0
50,12.07,175000,1
69.768,12.43,250000,1
69.555,11.83,137500,1
57.485,11.46,95000,0
69.006,10.46,35000,0
61.227,11.46,95000,0
42.791,11.83,137500,1
52.541,12.43,250000,1
44.253,11.23,75000,0
65.342,12.9,4.00E+05,1
79.085,11.08,65000,0
80.001,10.71,45000,0
61.923,11.63,112500,1
69.109,10.46,35000,0
75.346,9.62,15000,0
47.06,10.71,45000,0
49.791,11.46,95000,0
57.453,11.23,75000,0
62.455,11.23,75000,0
63.824,11.35,85000,0
58.914,11.83,137500,1
58.343,11.46,95000,0
74.98,11.83,137500,1
71.153,11.63,112500,1
71.456,11.35,85000,0
79.438,11.83,137500,1
61.777,11.83,137500,1
59.533,11.63,112500,1
57.381,11.08,65000,0
56.736,9.62,15000,0
66.894,11.83,137500,1
71.973,10.71,45000,0
49.269,11.83,137500,1
48.998,10.13,25000,0
64.894,10.13,25000,0
69.257,11.83,137500,1
51.567,11.63,112500,1
47.849,10.46,35000,0
57.217,10.92,55000,0
57.411,10.46,35000,0
49.336,11.83,137500,1
56.357,10.92,55000,0
51.364,11.83,137500,1
46.44,10.92,55000,0
78.82,10.92,55000,0
78.385,13.35,625000,1
50.426,11.63,112500,1
82.36,12.43,250000,1
86.554,11.23,75000,0
55.315,10.13,25000,0
68.042,11.46,95000,0
74.881,12.07,175000,1
73.05,11.23,75000,0
72.901,12.9,4.00E+05,1
96.016,13.35,625000,1
40.435,10.13,25000,0
70.681,12.07,175000,1
74.52,12.9,4.00E+05,1
42.28,10.46,35000,0
76.044,10.13,25000,0
37.045,11.35,85000,0
49.853,11.63,112500,1
37.718,11.35,85000,0
61.261,10.46,35000,0
80.761,12.43,250000,1
64.738,11.83,137500,1
60.17,11.63,112500,1
71.665,11.23,75000,0
54.496,10.46,35000,0
67.629,11.23,75000,0
80.58,10.92,55000,0
63.49,10.92,55000,0
49.052,12.07,175000,1
60.45,12.43,250000,1
58.761,11.83,137500,1
52.691,9.62,15000,0
57.956,11.63,112500,1
73.783,11.35,85000,0
46.618,11.63,112500,1
64.588,12.43,250000,1
70.014,10.46,35000,0
40.974,11.23,75000,0
59.82,10.71,45000,0
29.229,11.23,75000,0
98.183,12.07,175000,1
70.724,11.83,137500,1
72.208,11.23,75000,0
56.197,12.9,4.00E+05,1
62.62,11.23,75000,0
73.224,11.63,112500,1
61.513,11.83,137500,1
60.45,11.63,112500,1
63.853,11.46,95000,0
77.761,11.83,137500,1
69,11.83,137500,1
69.656,11.23,75000,0
67.342,11.63,112500,1
63.434,11.83,137500,1
50.176,11.63,112500,1
54.496,10.71,45000,0
91.956,11.35,85000,0
62.886,10.71,45000,0
55.578,10.71,45000,0
53.945,10.13,25000,0
72.901,10.71,45000,0
57.887,11.23,75000,0
57.217,9.62,15000,0
83.976,11.83,137500,1
67.629,10.13,25000,0
56.103,11.63,112500,1
63.853,11.23,75000,0
41.167,11.08,65000,0
53.352,10.46,35000,0
80.965,12.07,175000,1
33.709,11.23,75000,0
87.409,11.83,137500,1
68,12.9,4.00E+05,1
76.091,11.63,112500,1
64.683,11.08,65000,0
66.78,12.07,175000,1
73.099,11.08,65000,0
53.21,11.63,112500,1
60.231,10.71,45000,0
80.276,12.43,250000,1
62.09,11.08,65000,0
14.704,11.35,85000,0
58.793,9.62,15000,0
48.998,12.07,175000,1
55.025,11.63,112500,1
63.49,10.13,25000,0
72.961,13.35,625000,1
42.791,10.92,55000,0
61.413,10.46,35000,0
78.314,10.92,55000,0
57.502,10.46,35000,0
60.719,12.07,175000,1
67.89,11.23,75000,0
75.305,12.07,175000,1
76.693,11.46,95000,0
65.499,12.9,4.00E+05,1
56.828,11.23,75000,0
64.046,12.43,250000,1
50,12.43,250000,1
55.493,11.35,85000,0
88.436,10.46,35000,0
88.21,9.62,15000,0
66.754,12.07,175000,1
68.516,10.46,35000,0
80.073,11.83,137500,1
76.693,11.83,137500,1
51.567,11.63,112500,1
30.101,11.83,137500,1
80.474,11.08,65000,0
52.826,12.43,250000,1
43.104,11.08,65000,0
63.978,10.46,35000,0
59.875,10.92,55000,0
58.51,12.07,175000,1
35.407,11.23,75000,0
66.732,10.46,35000,0
48.761,10.46,35000,0
56.447,10.46,35000,0
61.597,12.9,4.00E+05,1
69.689,11.46,95000,0
65.28,12.07,175000,1
68.254,11.46,95000,0
76.091,12.07,175000,1
85.461,11.63,112500,1
28.17,10.92,55000,0
44.983,11.63,112500,1
63.599,11.63,112500,1
61.413,13.35,625000,1
54.847,12.43,250000,1
47.558,12.07,175000,1
65.668,10.13,25000,0
50.752,12.07,175000,1
54.342,11.63,112500,1
86.046,10.92,55000,0
66.255,11.83,137500,1
66.998,11.63,112500,1
54.763,10.46,35000,0
65.808,11.35,85000,0
70.417,11.35,85000,0
65.371,10.46,35000,0
25.042,10.46,35000,0
54.763,11.35,85000,0
62.502,9.62,15000,0
28.17,11.08,65000,0
63.212,12.07,175000,1
69.076,10.71,45000,0
57.707,12.07,175000,1
61.652,10.13,25000,0
69.365,11.46,95000,0
76.091,11.35,85000,0
46.618,10.13,25000,0
79.438,12.43,250000,1
69.888,11.83,137500,1
54.847,10.71,45000,0
64.31,12.43,250000,1
54.417,12.07,175000,1
50.426,11.35,85000,0
47.351,10.13,25000,0
58.665,11.63,112500,1
82.133,12.43,250000,1
58.131,10.71,45000,0
59.708,12.43,250000,1
53.256,12.07,175000,1
47.849,11.08,65000,0
63.517,10.46,35000,0
62.886,10.92,55000,0
60.972,12.9,4.00E+05,1
52.988,12.43,250000,1
70.059,12.07,175000,1
64.769,10.92,55000,0
55.025,11.63,112500,1
81.275,12.07,175000,1
80.965,11.63,112500,1
49.336,10.46,35000,0
73.005,12.43,250000,1
47.656,11.83,137500,1
69.295,12.43,250000,1
56.197,11.63,112500,1
67.075,11.63,112500,1
63,10.46,35000,0
60.341,10.46,35000,0
40.157,11.23,75000,0
64.114,9.62,15000,0
64.565,11.83,137500,1
70.566,11.08,65000,0
76.342,11.23,75000,0
78.462,10.13,25000,0
50,11.46,95000,0
46.225,10.46,35000,0
50.838,12.07,175000,1
74.762,11.08,65000,0
79.575,10.71,45000,0
67.798,9.62,15000,0
96.016,12.07,175000,1
61.547,10.46,35000,0
73.141,12.43,250000,1
47.263,11.08,65000,0
70.059,11.63,112500,1
70.724,11.23,75000,0
66.811,11.63,112500,1
50.114,10.92,55000,0
43.104,11.63,112500,1
91.122,10.71,45000,0
63.909,10.13,25000,0
51.897,11.63,112500,1
57.737,12.43,250000,1
79.16,10.13,25000,0
66.38,10.46,35000,0
69.109,12.43,250000,1
32.19,11.83,137500,1
71.747,10.13,25000,0
34.332,9.62,15000,0
56.957,10.92,55000,0
51.129,9.62,15000,0
64.083,11.23,75000,0
86.046,11.46,95000,0
46.44,9.62,15000,0
51.958,11.46,95000,0
48.126,11.63,112500,1
52.691,10.92,55000,0
78.534,11.46,95000,0
53.005,11.23,75000,0
51.129,10.13,25000,0
50.475,12.43,250000,1
65.703,12.07,175000,1
88.21,13.35,625000,1
59.533,11.23,75000,0
71.191,11.23,75000,0
45.355,11.08,65000,0
44.797,11.23,75000,0
62.385,11.83,137500,1
37.4,10.71,45000,0
46.618,9.62,15000,0
55.349,11.63,112500,1
68.762,11.63,112500,1
58.728,10.46,35000,0
64.894,9.62,15000,0
74.52,12.9,4.00E+05,1
72.429,11.23,75000,0
65.122,11.63,112500,1
68.078,11.46,95000,0
68.485,11.46,95000,0
48.349,12.43,250000,1
49.269,12.43,250000,1
73.883,11.46,95000,0
58.036,12.07,175000,1
51.014,10.46,35000,0
75,12.43,250000,1
60.231,12.07,175000,1
64.769,12.43,250000,1
61.029,11.08,65000,0
62.2,12.07,175000,1
88.436,9.62,15000,0
64.981,10.92,55000,0
68.825,12.9,4.00E+05,1
55.315,12.07,175000,1
68.656,12.9,4.00E+05,1
57.323,11.63,112500,1
70.681,11.35,85000,0
52.269,12.43,250000,1
82.256,11.46,95000,0
55.529,10.92,55000,0
79.16,10.46,35000,0
58.19,11.46,95000,0
61.029,12.07,175000,1
75.974,10.92,55000,0
57.93,10.71,45000,0
61.627,11.23,75000,0
68.005,12.43,250000,1
83.135,12.43,250000,1
62.862,9.62,15000,0
67.342,11.23,75000,0
63.909,10.13,25000,0
50.426,10.92,55000,0
61.12,11.83,137500,1
64.485,10.92,55000,0
45.847,9.62,15000,0
54.687,11.63,112500,1
69.488,11.63,112500,1
67.284,11.83,137500,1
79.438,12.07,175000,1
80.852,12.07,175000,1
74.409,12.07,175000,1
63.304,10.71,45000,0
50.603,12.9,4.00E+05,1
48.761,11.83,137500,1
58.396,12.43,250000,1
74.576,10.71,45000,0
76.001,12.07,175000,1
33.023,10.46,35000,0
93.9,11.46,95000,0
62.288,10.92,55000,0
76.404,11.63,112500,1
68.203,11.63,112500,1
56.736,11.23,75000,0
52.323,11.08,65000,0
42.955,9.62,15000,0
57.134,10.46,35000,0
57.381,11.08,65000,0
75.784,12.07,175000,1
84.855,10.92,55000,0
67.147,11.63,112500,1
57.887,10.71,45000,0
52.059,10.13,25000,0
64.894,12.07,175000,1
78.128,11.08,65000,0
76.893,12.9,4.00E+05,1
64.427,10.92,55000,0
40.157,10.71,45000,0
63.853,12.43,250000,1
60.875,11.83,137500,1
46.54,11.08,65000,0
66.443,11.83,137500,1
59.442,11.35,85000,0
76.957,12.07,175000,1
81.275,11.35,85000,0
63.569,10.92,55000,0
67.452,12.07,175000,1
40.157,11.35,85000,0
55.025,11.46,95000,0
69.801,11.08,65000,0
73.417,11.46,95000,0
54.571,12.43,250000,1
75.026,10.46,35000,0
74.617,11.08,65000,0
65.056,11.63,112500,1
52.364,10.13,25000,0
54.216,10.71,45000,0
78.98,9.62,15000,0
99.501,12.43,250000,1
49.12,12.43,250000,1
36.303,9.62,15000,0
45.981,12.43,250000,1
46.44,10.13,25000,0
67.688,12.07,175000,1
64.427,10.46,35000,0
57.763,12.07,175000,1
71,9.62,15000,0
49.853,11.08,65000,0
57.887,10.13,25000,0
60.341,11.08,65000,0
58.437,12.07,175000,1
67.038,11.08,65000,0
62.288,12.07,175000,1
59.737,11.08,65000,0
53.005,12.07,175000,1
71.153,12.07,175000,1
64.654,10.92,55000,0
52.156,11.83,137500,1
67.977,10.46,35000,0
67.539,10.13,25000,0
59.507,10.92,55000,0
74.409,11.83,137500,1
84.416,11.83,137500,1
48.126,10.46,35000,0
54.262,11.83,137500,1
68.825,9.62,15000,0
68.227,12.07,175000,1
72.848,12.07,175000,1
53.256,10.13,25000,0
80.474,10.92,55000,0
60.622,10.92,55000,0
71.061,10.46,35000,0
68.619,11.63,112500,1
63.49,10.46,35000,0
90.703,11.63,112500,1
65.925,10.46,35000,0
73.545,12.07,175000,1
55.658,11.63,112500,1
63.063,10.13,25000,0
66.998,10.13,25000,0
70.292,11.46,95000,0
63.063,11.46,95000,0
76.693,10.71,45000,0
73.692,11.46,95000,0
72.901,12.43,250000,1
45.355,10.13,25000,0
75.677,10.46,35000,0
54.61,11.63,112500,1
57.502,10.71,45000,0
84.258,11.08,65000,0
58.885,11.63,112500,1
64.169,10.92,55000,0
91.956,11.23,75000,0
65.157,10.92,55000,0
67.764,11.63,112500,1
39.628,10.13,25000,0
77.259,11.83,137500,1
74.204,12.07,175000,1
48.998,11.46,95000,0
44.43,11.83,137500,1
82.256,11.83,137500,1
61.12,9.62,15000,0
55.17,11.83,137500,1
100,10.46,35000,0
61.261,12.43,250000,1
79.293,12.07,175000,1
59.384,12.07,175000,1
42.28,10.13,25000,0
73.545,10.92,55000,0
68.701,11.83,137500,1
73.835,10.71,45000,0
29.229,11.35,85000,0
72.069,12.07,175000,1
68.928,11.63,112500,1
64.276,10.92,55000,0
56.957,11.23,75000,0
53.136,11.83,137500,1
47.06,11.63,112500,1
59.94,10.46,35000,0
60.719,11.63,112500,1
45.355,11.08,65000,0
66.409,11.63,112500,1
52.364,11.08,65000,0
71.51,12.07,175000,1
60.689,12.43,250000,1
70.457,10.13,25000,0
55.391,11.23,75000,0
55.949,9.62,15000,0
63.517,11.63,112500,1
59.94,10.71,45000,0
79.013,12.07,175000,1
71.355,11.35,85000,0
55.111,10.46,35000,0
70.218,11.63,112500,1
59.996,12.43,250000,1
59.299,12.43,250000,1
67.688,10.13,25000,0
51.42,11.23,75000,0
49.791,11.63,112500,1
77,11.63,112500,1
79.842,10.46,35000,0
59.533,9.62,15000,0
59.82,11.23,75000,0
50.918,12.07,175000,1
74.364,11.46,95000,0
67.411,10.71,45000,0
65.371,11.08,65000,0
46.44,11.63,112500,1
63.79,10.92,55000,0
71.061,9.62,15000,0
57.956,11.23,75000,0
46.618,12.43,250000,1
56.357,11.23,75000,0
69.176,10.13,25000,0
64,13.35,625000,1
52.643,11.23,75000,0
44.797,12.07,175000,1
68,10.71,45000,0
59.563,10.92,55000,0
70.939,9.62,15000,0
51.839,12.43,250000,1
59.327,12.07,175000,1
64.083,10.71,45000,0
59.794,10.92,55000,0
75.624,11.63,112500,1
33.709,10.71,45000,0
94.486,10.46,35000,0
74.617,11.46,95000,0
59.94,10.71,45000,0
45.981,12.07,175000,1
46.225,11.83,137500,1
71.355,10.92,55000,0
65.122,11.46,95000,0
68.732,12.07,175000,1
72.069,11.63,112500,1
50,11.35,85000,0
49.853,10.71,45000,0
61.709,12.07,175000,1
68.928,10.71,45000,0
47.351,10.13,25000,0
52.882,12.43,250000,1
65.211,11.35,85000,0
72.114,9.62,15000,0
56.324,11.23,75000,0
57.647,11.08,65000,0
58.578,11.83,137500,1
55.69,10.92,55000,0
66.732,12.43,250000,1
58.545,11.35,85000,0
62.862,12.07,175000,1
51.014,11.63,112500,1
67.411,10.46,35000,0
50.603,10.13,25000,0
63.875,12.07,175000,1
77.051,10.92,55000,0
53.807,10.71,45000,0
78.314,10.46,35000,0
81.006,12.43,250000,1
48.998,11.83,137500,1
69.586,10.13,25000,0
42.791,11.83,137500,1
60.103,12.07,175000,1
70.724,12.9,4.00E+05,1
68.115,10.71,45000,0
75.518,11.23,75000,0
62.825,11.83,137500,1
44.43,12.07,175000,1
60.752,11.63,112500,1
77.533,11.23,75000,0
57.992,11.23,75000,0
76.001,11.23,75000,0
75.784,11.23,75000,0
64.654,10.71,45000,0
59.299,12.07,175000,1
79.438,11.08,65000,0
54.651,9.62,15000,0
74.659,10.46,35000,0
83.84,10.92,55000,0
61.949,11.46,95000,0
50.176,10.71,45000,0
66.349,11.23,75000,0
69.295,11.83,137500,1
63.304,11.23,75000,0
59.086,9.62,15000,0
76.044,11.63,112500,1
47.997,11.83,137500,1
46.225,10.46,35000,0
72.648,11.35,85000,0
53.555,11.23,75000,0
55.805,10.71,45000,0
63.627,11.23,75000,0
58.437,10.13,25000,0
78.072,11.63,112500,1
57.323,10.71,45000,0
51.318,12.9,4.00E+05,1
64.654,10.92,55000,0
69,9.62,15000,0
55.237,10.71,45000,0
63.761,11.35,85000,0
65.404,12.07,175000,1
84.416,10.92,55000,0
67.147,10.92,55000,0
43.456,10.46,35000,0
64.083,12.07,175000,1
68.552,10.46,35000,0
73.458,10.71,45000,0
66.929,11.83,137500,1
57.851,10.13,25000,0
63.675,11.46,95000,0
67.86,12.43,250000,1
47.928,11.46,95000,0
69.586,11.23,75000,0
74.825,9.62,15000,0
57.323,12.07,175000,1
62.351,11.83,137500,1
49.669,10.71,45000,0
84.258,12.07,175000,1
64.952,10.92,55000,0
79.221,12.07,175000,1
59.996,12.9,4.00E+05,1
51.567,10.71,45000,0
56.447,10.71,45000,0
58.761,10.92,55000,0
52.541,10.13,25000,0
49.853,12.07,175000,1
55.842,11.63,112500,1
62.481,10.71,45000,0
53.172,11.63,112500,1
43.456,11.46,95000,0
64.617,11.63,112500,1
69.006,11.35,85000,0
71.706,11.23,75000,0
60.138,10.13,25000,0
68.585,9.62,15000,0
55.871,11.63,112500,1
55.237,11.63,112500,1
75.518,11.63,112500,1
57.004,12.07,175000,1
56.992,11.63,112500,1
76.755,9.62,15000,0
45.238,10.46,35000,0
52.826,11.23,75000,0
65,12.43,250000,1
70.848,10.13,25000,0
77.378,11.23,75000,0
70.642,11.83,137500,1
63.36,12.07,175000,1
53.681,10.46,35000,0
61.001,11.35,85000,0
79.293,10.46,35000,0
52.414,10.71,45000,0
51.745,11.83,137500,1
58.166,9.62,15000,0
47.765,10.13,25000,0
67.147,11.83,137500,1
59.94,10.92,55000,0
70.899,12.43,250000,1
65.703,10.46,35000,0
71.456,11.23,75000,0
40.157,11.23,75000,0
60.48,11.63,112500,1
74.576,10.71,45000,0
69.295,11.46,95000,0
63,10.92,55000,0
47.765,10.92,55000,0
58.131,11.63,112500,1
53.136,11.08,65000,0
76.469,11.83,137500,1
68.115,10.71,45000,0
81.595,12.9,4.00E+05,1
65.779,10.92,55000,0
48.261,11.23,75000,0
55.111,12.9,4.00E+05,1
58.761,11.63,112500,1
47.489,11.83,137500,1
58.437,11.35,85000,0
57.081,11.35,85000,0
57.737,10.46,35000,0
56.386,10.46,35000,0
71.315,10.92,55000,0
74.762,11.83,137500,1
81.703,10.13,25000,0
52.597,11.35,85000,0
59.472,11.63,112500,1
72.069,12.43,250000,1
44.797,12.07,175000,1
49.607,10.71,45000,0
70.848,11.08,65000,0
62.736,10.46,35000,0
47.152,11.63,112500,1
69,10.13,25000,0
61.261,11.08,65000,0
78.462,10.92,55000,0
50.114,11.23,75000,0
48.607,10.13,25000,0
56.797,11.35,85000,0
68.619,10.13,25000,0
58.944,11.83,137500,1
60.341,12.9,4.00E+05,1
69.403,11.46,95000,0
58.695,10.13,25000,0
53.513,10.92,55000,0
62.862,11.23,75000,0
59.268,11.23,75000,0
78.615,10.71,45000,0
62.031,11.63,112500,1
62.137,11.46,95000,0
61.568,10.92,55000,0
55.658,11.46,95000,0
64.713,11.46,95000,0
55.069,11.35,85000,0
63.161,12.07,175000,1
57.045,12.9,4.00E+05,1
78.898,10.92,55000,0
60.001,10.46,35000,0
76.214,11.35,85000,0
67.931,11.23,75000,0
73.365,11.35,85000,0
58.695,11.08,65000,0
64.565,10.46,35000,0
76.214,12.07,175000,1
59.996,11.83,137500,1
54.262,11.46,95000,0
68.042,11.08,65000,0
55.349,10.46,35000,0
42.791,9.62,15000,0
99.501,10.92,55000,0
62.524,10.46,35000,0
77.323,9.62,15000,0
80.965,12.07,175000,1
49.607,11.23,75000,0
62.886,11.63,112500,1
68.619,10.92,55000,0
82.564,12.07,175000,1
41.745,11.35,85000,0
52.059,10.71,45000,0
58.367,12.07,175000,1
60.689,11.08,65000,0
62.059,10.71,45000,0
57.381,11.23,75000,0
68.288,12.9,4.00E+05,1
64.981,11.46,95000,0
72.794,11.08,65000,0
73,11.83,137500,1
58.367,11.63,112500,1
63.191,11.08,65000,0
60.48,11.08,65000,0
50,10.13,25000,0
78.255,10.13,25000,0
61.513,11.46,95000,0
52.826,11.63,112500,1
72.013,11.63,112500,1
83.02,10.92,55000,0
64.083,10.46,35000,0
65.808,10.13,25000,0
46.004,10.46,35000,0
64.683,11.23,75000,0
39.226,10.71,45000,0
72.598,12.07,175000,1
83.468,12.07,175000,1
72.429,10.71,45000,0
60.341,10.71,45000,0
69.93,12.43,250000,1
60.138,11.63,112500,1
69.403,12.07,175000,1
53.601,10.71,45000,0
55.17,10.71,45000,0
49.336,10.46,35000,0
56.765,11.08,65000,0
68.585,11.63,112500,1
61.365,10.71,45000,0
69.971,10.46,35000,0
59.846,11.63,112500,1
87.409,12.43,250000,1
85.597,11.23,75000,0
61.833,11.63,112500,1
78.534,11.46,95000,0
47.997,10.46,35000,0
73.933,11.83,137500,1
50.692,9.62,15000,0
59.116,12.43,250000,1
75.402,10.46,35000,0
60.781,11.35,85000,0
77.051,10.71,45000,0
48.998,11.46,95000,0
76.404,10.71,45000,0
67.005,11.08,65000,0
84.855,12.07,175000,1
66.709,12.43,250000,1
74.035,10.13,25000,0
