wellbeing,log_income,income,income_above_100
64.144,11.35,85000,0
52.364,10.71,45000,0
65.023,11.63,112500,1
83.135,11.63,112500,1
61.365,10.92,55000,0
81.275,12.43,250000,1
59.996,12.9,4.00E+05,1
75.518,10.46,35000,0
69.801,11.63,112500,1
60.719,11.83,137500,1
78.385,11.35,85000,0
78.98,10.13,25000,0
71.88,11.23,75000,0
58.885,12.07,175000,1
71.355,12.43,250000,1
65.091,11.63,112500,1
67.005,11.46,95000,0
77.134,11.83,137500,1
68.404,11.35,85000,0
62.325,11.08,65000,0
91.514,11.63,112500,1
77.448,10.46,35000,0
50.044,11.83,137500,1
60.809,11.63,112500,1
70.376,11.46,95000,0
58.986,10.46,35000,0
91.122,11.83,137500,1
52.414,10.71,45000,0
77.618,12.43,250000,1
74.091,10.92,55000,0
81.988,11.63,112500,1
78.314,11.23,75000,0
76.214,10.46,35000,0
59.846,10.71,45000,0
65.866,11.83,137500,1
66.811,9.62,15000,0
56.647,11.23,75000,0
62.137,11.63,112500,1
53.513,12.07,175000,1
54.687,11.46,95000,0
70.848,12.43,250000,1
51.42,12.9,4.00E+05,1
72.292,11.83,137500,1
78.177,10.92,55000,0
75.402,11.23,75000,0
85.461,12.43,250000,1
54.17,11.23,75000,0
74.479,11.23,75000,0
69.617,11.46,95000,0
51.567,10.71,45000,0
41.167,11.46,95000,0
67.688,12.43,250000,1
84.855,9.62,15000,0
56.386,11.63,112500,1
57.134,11.08,65000,0
60.392,11.46,95000,0
58.51,11.83,137500,1
34.914,10.71,45000,0
73.458,11.23,75000,0
62.524,12.43,250000,1
55.145,13.35,625000,1
77.323,10.92,55000,0
50.305,9.62,15000,0
58.728,11.23,75000,0
59.086,11.23,75000,0
58.793,11.08,65000,0
42.104,12.9,4.00E+05,1
81.482,12.07,175000,1
41.167,11.83,137500,1
75.25,10.13,25000,0
46.004,11.63,112500,1
37.4,9.62,15000,0
64.341,9.62,15000,0
60.781,12.43,250000,1
87.013,10.71,45000,0
69.488,11.46,95000,0
59.589,10.92,55000,0
59.409,10.92,55000,0
69.443,10.71,45000,0
66.409,10.46,35000,0
59.659,13.35,625000,1
62.288,12.07,175000,1
62.62,11.83,137500,1
72.558,12.07,175000,1
66.675,10.71,45000,0
48.531,10.13,25000,0
98.183,12.43,250000,1
67.569,12.07,175000,1
69.586,12.07,175000,1
70.014,10.92,55000,0
61.056,10.13,25000,0
77.323,11.08,65000,0
53.945,10.13,25000,0
72.25,11.08,65000,0
56.103,11.35,85000,0
47,11.83,137500,1
84.694,11.46,95000,0
68.172,10.13,25000,0
80.385,11.83,137500,1
81.482,10.71,45000,0
59.116,10.71,45000,0
41.463,11.46,95000,0
73.458,11.08,65000,0
53.681,10.71,45000,0
63.875,11.83,137500,1
42.425,11.46,95000,0
90.703,11.08,65000,0
59.507,12.43,250000,1
66.639,12.43,250000,1
26.73,10.71,45000,0
54.763,10.71,45000,0
21.91,9.62,15000,0
67.829,10.13,25000,0
60.17,10.71,45000,0
52.156,11.08,65000,0
90.703,11.46,95000,0
55.906,12.07,175000,1
77.134,12.43,250000,1
78.008,11.83,137500,1
66.502,11.08,65000,0
64.114,12.43,250000,1
65.925,10.13,25000,0
61.709,10.46,35000,0
57.887,11.08,65000,0
46,11.83,137500,1
56.168,10.92,55000,0
66,11.46,95000,0
66.732,10.46,35000,0
55.578,10.92,55000,0
29.229,11.35,85000,0
49.336,11.46,95000,0
69.689,10.13,25000,0
59.178,11.46,95000,0
53.994,11.83,137500,1
61,11.08,65000,0
52.323,11.23,75000,0
60.752,11.08,65000,0
58.665,12.07,175000,1
61.652,11.35,85000,0
87.409,11.63,112500,1
59.244,12.43,250000,1
80.385,11.08,65000,0
64.504,12.07,175000,1
85.916,10.71,45000,0
84.416,11.63,112500,1
69.006,11.63,112500,1
80.761,12.07,175000,1
69.801,12.07,175000,1
67.484,10.71,45000,0
73.365,10.71,45000,0
70,10.71,45000,0
48.857,13.35,625000,1
62,12.07,175000,1
55.391,10.46,35000,0
47.765,9.62,15000,0
53.486,11.46,95000,0
79.905,11.63,112500,1
63.268,10.46,35000,0
56.139,11.08,65000,0
53.765,12.9,4.00E+05,1
88.003,9.62,15000,0
62.115,9.62,15000,0
83.59,11.63,112500,1
62.232,10.46,35000,0
68.115,11.46,95000,0
79.438,11.46,95000,0
65.668,11.83,137500,1
72.069,11.63,112500,1
59.442,10.13,25000,0
60.293,10.92,55000,0
60.419,10.92,55000,0
60.138,10.92,55000,0
73.224,12.9,4.00E+05,1
66.475,11.23,75000,0
61.365,12.07,175000,1
53.401,12.07,175000,1
88.957,10.92,55000,0
69.971,12.07,175000,1
54.496,12.07,175000,1
60.17,11.23,75000,0
64.427,11.08,65000,0
23.613,10.46,35000,0
62.825,10.13,25000,0
80.385,12.07,175000,1
62.259,10.92,55000,0
75.402,10.13,25000,0
84.079,11.63,112500,1
59.764,11.08,65000,0
99.501,11.83,137500,1
52.156,11.08,65000,0
57.851,9.62,15000,0
59.563,11.35,85000,0
63.336,11.83,137500,1
66,11.46,95000,0
57.004,11.63,112500,1
50.114,11.83,137500,1
58.728,11.63,112500,1
63.131,12.9,4.00E+05,1
52.269,11.23,75000,0
65.779,11.83,137500,1
70.526,11.46,95000,0
54.801,11.08,65000,0
52.826,11.63,112500,1
63.063,12.43,250000,1
65.952,11.63,112500,1
53.309,10.46,35000,0
67.075,11.63,112500,1
85.322,10.46,35000,0
63.49,11.83,137500,1
40.717,9.62,15000,0
65.838,10.92,55000,0
65.581,11.63,112500,1
61.338,11.23,75000,0
77.906,11.46,95000,0
73.187,10.92,55000,0
56.614,11.35,85000,0
61.199,11.63,112500,1
34.914,10.71,45000,0
71.191,13.35,625000,1
85.916,10.13,25000,0
62.766,9.62,15000,0
63.161,10.92,55000,0
42.104,10.71,45000,0
62.059,12.43,250000,1
71.315,11.08,65000,0
40.974,10.92,55000,0
62.911,11.23,75000,0
68.825,10.71,45000,0
50.426,10.46,35000,0
49.052,10.71,45000,0
62.62,12.43,250000,1
57.992,12.9,4.00E+05,1
75,10.92,55000,0
65.52,11.83,137500,1
51.897,10.46,35000,0
69.617,11.46,95000,0
58.636,10.46,35000,0
45.586,11.23,75000,0
76.625,10.71,45000,0
53.637,12.07,175000,1
74.762,11.08,65000,0
45.238,9.62,15000,0
56.765,11.83,137500,1
60.001,12.07,175000,1
73.274,10.46,35000,0
56.674,11.63,112500,1
59.737,11.63,112500,1
50.305,11.08,65000,0
47.489,10.92,55000,0
73.274,11.63,112500,1
69.509,9.62,15000,0
78.255,11.63,112500,1
65.838,11.23,75000,0
72,11.63,112500,1
54.496,11.08,65000,0
43.104,9.62,15000,0
54.847,11.46,95000,0
53.443,12.9,4.00E+05,1
61.949,12.07,175000,1
60.752,12.07,175000,1
56.357,10.71,45000,0
72.648,11.46,95000,0
74.409,11.23,75000,0
63.875,11.83,137500,1
98.183,11.83,137500,1
35.407,10.46,35000,0
65.808,11.23,75000,0
63.212,11.83,137500,1
3.368,9.62,15000,0
47.422,11.08,65000,0
58.071,10.71,45000,0
80.474,12.43,250000,1
58.19,10.71,45000,0
57.533,11.08,65000,0
58.367,12.43,250000,1
52.738,10.71,45000,0
60.938,11.46,95000,0
48.261,11.46,95000,0
46,10.71,45000,0
73.141,11.23,75000,0
78.615,10.71,45000,0
68.762,11.08,65000,0
67.075,11.83,137500,1
66.958,10.13,25000,0
74.364,11.63,112500,1
79.5,11.46,95000,0
70.496,10.13,25000,0
65.157,11.08,65000,0
71.706,11.08,65000,0
61.863,11.08,65000,0
45.355,11.63,112500,1
72.292,10.92,55000,0
50.918,11.08,65000,0
64.169,10.92,55000,0
68.367,10.71,45000,0
69.331,12.07,175000,1
78.008,11.08,65000,0
53.555,12.07,175000,1
61.743,12.07,175000,1
67.829,12.43,250000,1
70.332,10.46,35000,0
33.709,11.46,95000,0
67.147,10.71,45000,0
31.148,10.13,25000,0
70.139,11.46,95000,0
89.819,10.71,45000,0
55.578,10.46,35000,0
78.898,12.07,175000,1
93.326,11.35,85000,0
29.229,11.35,85000,0
58.986,11.23,75000,0
52.323,10.46,35000,0
54.935,10.46,35000,0
48.202,11.08,65000,0
60.875,12.43,250000,1
75.784,11.08,65000,0
93.326,11.23,75000,0
64.796,11.83,137500,1
54.571,10.13,25000,0
57.411,11.63,112500,1
56.292,10.92,55000,0
91.514,11.23,75000,0
49.12,10.13,25000,0
45.355,10.46,35000,0
37.984,11.08,65000,0
72.598,10.92,55000,0
68.552,11.46,95000,0
66.079,11.08,65000,0
83.35,12.43,250000,1
43.581,10.92,55000,0
55.658,11.63,112500,1
73.984,12.07,175000,1
60.972,12.07,175000,1
53.256,11.08,65000,0
67.539,11.23,75000,0
46.004,10.46,35000,0
71.191,10.92,55000,0
75.193,11.83,137500,1
56.103,11.46,95000,0
76.404,12.07,175000,1
65.404,12.9,4.00E+05,1
60.838,11.63,112500,1
55,12.07,175000,1
46.618,11.23,75000,0
68.148,11.63,112500,1
61.807,10.71,45000,0
14.704,10.71,45000,0
72.25,10.71,45000,0
51.512,11.63,112500,1
66.502,11.23,75000,0
45.118,12.43,250000,1
70,11.23,75000,0
66,10.71,45000,0
76.524,11.08,65000,0
50,10.71,45000,0
77.134,11.23,75000,0
62.949,10.92,55000,0
67.931,11.08,65000,0
62.455,11.63,112500,1
53.401,10.46,35000,0
70.332,11.83,137500,1
80.68,11.63,112500,1
77.831,10.92,55000,0
66.117,11.08,65000,0
65.023,11.63,112500,1
69.689,11.83,137500,1
55.315,11.83,137500,1
66.117,10.13,25000,0
66.117,11.63,112500,1
23.613,10.92,55000,0
63.36,10.13,25000,0
54.417,10.46,35000,0
54.17,10.13,25000,0
51.073,10.13,25000,0
66.709,12.9,4.00E+05,1
74.825,12.07,175000,1
49.669,11.08,65000,0
76.957,13.35,625000,1
57.381,11.35,85000,0
61.087,10.92,55000,0
56.447,10.13,25000,0
61.777,11.08,65000,0
62.17,11.23,75000,0
53.443,10.92,55000,0
56.008,11.08,65000,0
77,10.13,25000,0
61.894,10.92,55000,0
74.709,11.63,112500,1
61.469,11.08,65000,0
81.159,10.71,45000,0
68.895,10.13,25000,0
49.478,11.83,137500,1
63.708,11.08,65000,0
77.533,12.07,175000,1
58.793,11.46,95000,0
68.331,11.08,65000,0
58.819,9.62,15000,0
49.607,10.46,35000,0
61.469,12.43,250000,1
63.021,11.23,75000,0
56.008,10.71,45000,0
76.818,12.43,250000,1
50,10.92,55000,0
68.797,11.63,112500,1
60.103,11.83,137500,1
68.656,11.83,137500,1
49.478,12.07,175000,1
61.547,10.71,45000,0
81.703,10.92,55000,0
58.19,11.63,112500,1
68.115,11.83,137500,1
55.906,12.07,175000,1
43.581,12.43,250000,1
70.526,12.07,175000,1
62.17,10.46,35000,0
79.438,11.35,85000,0
62.115,9.62,15000,0
60.875,12.9,4.00E+05,1
65.246,12.07,175000,1
39.945,13.35,625000,1
76.957,10.92,55000,0
59.384,11.08,65000,0
73.692,12.43,250000,1
60.103,10.92,55000,0
34.914,11.63,112500,1
55.493,11.23,75000,0
59.019,11.23,75000,0
73.692,11.83,137500,1
65.703,12.07,175000,1
58.367,12.07,175000,1
55.949,11.35,85000,0
58.545,12.07,175000,1
58.914,10.13,25000,0
70.899,11.63,112500,1
64.683,11.63,112500,1
61.743,12.43,250000,1
49.336,10.13,25000,0
60.317,11.23,75000,0
62.642,11.35,85000,0
60.48,10.92,55000,0
77.448,11.63,112500,1
61.743,12.43,250000,1
62.502,11.23,75000,0
85.597,11.46,95000,0
75.25,12.43,250000,1
64.952,10.71,45000,0
79.5,10.13,25000,0
62.351,11.63,112500,1
68.656,11.08,65000,0
56.481,11.63,112500,1
72.598,10.71,45000,0
59.442,10.71,45000,0
31.148,11.63,112500,1
51.626,11.23,75000,0
61.227,9.62,15000,0
49.052,9.62,15000,0
58.665,12.43,250000,1
59.685,10.13,25000,0
65.404,11.46,95000,0
59.737,11.23,75000,0
77.761,10.13,25000,0
66.857,11.63,112500,1
71.838,10.71,45000,0
55.424,12.07,175000,1
93.326,10.46,35000,0
72.114,11.83,137500,1
59.94,11.83,137500,1
70.807,11.83,137500,1
65.246,10.71,45000,0
61.597,10.46,35000,0
63.36,12.07,175000,1
80.761,11.83,137500,1
51.958,10.46,35000,0
66.005,11.08,65000,0
60.269,11.23,75000,0
58.793,12.07,175000,1
65.779,10.71,45000,0
50.654,10.71,45000,0
46.44,11.63,112500,1
73.692,10.46,35000,0
65.866,10.71,45000,0
45.847,10.71,45000,0
43.581,10.13,25000,0
62.766,12.43,250000,1
72.337,11.46,95000,0
78.072,11.46,95000,0
60.419,11.63,112500,1
72.25,10.46,35000,0
61.12,11.83,137500,1
78.615,12.9,4.00E+05,1
54.38,10.92,55000,0
61.087,10.92,55000,0
72.558,11.08,65000,0
60.103,10.46,35000,0
60.719,12.07,175000,1
54.725,10.13,25000,0
68.619,11.23,75000,0
82.681,11.08,65000,0
71,11.08,65000,0
68.701,11.83,137500,1
43.777,11.35,85000,0
51.19,11.63,112500,1
65.499,11.83,137500,1
73.589,11.46,95000,0
68.762,13.35,625000,1
64.796,11.63,112500,1
62.555,10.46,35000,0
60.069,10.46,35000,0
60.45,10.92,55000,0
77.323,9.62,15000,0
71.315,11.08,65000,0
52.323,11.63,112500,1
74.617,10.92,55000,0
73.224,10.13,25000,0
46.44,12.9,4.00E+05,1
93.326,10.71,45000,0
63.978,10.13,25000,0
66.998,11.83,137500,1
55.871,10.46,35000,0
61.392,11.63,112500,1
84.855,11.63,112500,1
59.969,11.83,137500,1
85.322,10.46,35000,0
61.597,10.92,55000,0
75.518,11.23,75000,0
43.267,11.08,65000,0
64.894,11.83,137500,1
68.254,11.08,65000,0
58,10.92,55000,0
61.675,10.71,45000,0
61.287,11.46,95000,0
40.157,9.62,15000,0
52.541,11.08,65000,0
76.524,11.46,95000,0
62.911,11.46,95000,0
67.569,11.83,137500,1
56.927,11.08,65000,0
77.831,10.46,35000,0
77.051,12.43,250000,1
63.021,11.63,112500,1
74.364,11.63,112500,1
53.681,11.63,112500,1
67.798,11.23,75000,0
58.605,11.35,85000,0
62.031,11.63,112500,1
51.745,11.63,112500,1
71.274,11.63,112500,1
72.743,12.07,175000,1
84.855,13.35,625000,1
71.51,11.35,85000,0
57.286,10.92,55000,0
77.134,12.43,250000,1
68.078,10.71,45000,0
66.117,10.71,45000,0
55.453,11.63,112500,1
69.509,12.07,175000,1
57.453,10.71,45000,0
78.82,11.46,95000,0
43.581,12.07,175000,1
76.524,11.08,65000,0
70.939,10.46,35000,0
61.863,10.92,55000,0
60.138,12.07,175000,1
50.242,11.83,137500,1
58.29,10.46,35000,0
78.615,12.07,175000,1
48.202,9.62,15000,0
67.147,10.13,25000,0
99.501,10.46,35000,0
51.839,11.63,112500,1
72.429,10.92,55000,0
58.396,12.07,175000,1
47.351,10.46,35000,0
70.139,12.07,175000,1
73.783,10.92,55000,0
64.453,11.46,95000,0
60.103,13.35,625000,1
78.898,12.07,175000,1
51.014,13.35,625000,1
55.578,10.71,45000,0
37.984,11.08,65000,0
58.819,12.9,4.00E+05,1
62.642,12.07,175000,1
62.115,12.9,4.00E+05,1
63.627,10.46,35000,0
64.046,11.23,75000,0
66.229,11.46,95000,0
86.554,12.9,4.00E+05,1
57.183,10.13,25000,0
51.014,13.35,625000,1
79.438,9.62,15000,0
79.362,12.43,250000,1
75.518,11.08,65000,0
77.378,11.63,112500,1
56.647,11.08,65000,0
83.35,10.92,55000,0
60.809,11.83,137500,1
73,10.92,55000,0
64.859,10.46,35000,0
72.38,12.07,175000,1
63,10.46,35000,0
55.424,11.46,95000,0
45.981,10.46,35000,0
79.16,12.07,175000,1
71.191,10.71,45000,0
34.914,10.13,25000,0
61.652,9.62,15000,0
59.737,11.63,112500,1
65.371,11.83,137500,1
62.325,10.92,55000,0
58.343,11.63,112500,1
51.958,11.23,75000,0
79.085,12.07,175000,1
43.777,11.63,112500,1
79.759,10.92,55000,0
76.957,11.08,65000,0
70.899,10.92,55000,0
100,10.71,45000,0
70.526,10.71,45000,0
72.598,12.07,175000,1
78.686,10.46,35000,0
56.957,10.13,25000,0
74.927,10.92,55000,0
70.256,10.46,35000,0
62.591,12.43,250000,1
44.43,11.23,75000,0
63.096,11.46,95000,0
54.38,11.08,65000,0
50.044,10.71,45000,0
56.481,10.13,25000,0
50.918,10.92,55000,0
59,11.35,85000,0
68.042,10.46,35000,0
78.534,12.43,250000,1
75.724,10.71,45000,0
56.357,11.23,75000,0
46.54,12.07,175000,1
37.984,10.71,45000,0
62.524,10.71,45000,0
64.4,13.35,625000,1
79.293,10.92,55000,0
47.422,11.63,112500,1
67.539,11.35,85000,0
68.619,11.63,112500,1
73.458,11.35,85000,0
48.857,9.62,15000,0
59.737,10.71,45000,0
58.131,11.08,65000,0
81.08,10.71,45000,0
62.232,11.08,65000,0
76.001,10.92,55000,0
67.89,11.23,75000,0
65.808,10.92,55000,0
61.547,10.13,25000,0
79.905,11.63,112500,1
55.271,10.71,45000,0
58.849,12.07,175000,1
50,10.71,45000,0
76.755,11.35,85000,0
57.286,12.43,250000,1
66.894,11.63,112500,1
68.227,12.07,175000,1
87.013,12.43,250000,1
69.971,9.62,15000,0
65.52,12.07,175000,1
54.992,11.46,95000,0
45.355,11.23,75000,0
45.586,11.63,112500,1
96.016,11.23,75000,0
38.528,10.92,55000,0
55.271,11.23,75000,0
52.643,11.35,85000,0
83.35,11.63,112500,1
77.323,11.35,85000,0
32.19,13.35,625000,1
80.001,10.46,35000,0
50.692,10.92,55000,0
48.261,11.83,137500,1
59.495,11.23,75000,0
59.996,11.83,137500,1
51.364,11.46,95000,0
58.166,10.71,45000,0
77.051,11.35,85000,0
82.035,10.13,25000,0
51.686,10.46,35000,0
78.615,11.63,112500,1
52.643,10.46,35000,0
64.828,11.83,137500,1
42.791,11.08,65000,0
58.914,11.23,75000,0
75,11.35,85000,0
42.791,11.83,137500,1
49.853,9.62,15000,0
77.686,11.23,75000,0
73.099,12.07,175000,1
71.315,11.35,85000,0
56.765,11.83,137500,1
49.336,10.92,55000,0
76.091,12.9,4.00E+05,1
73.589,11.46,95000,0
63.79,11.83,137500,1
78.534,10.71,45000,0
65.499,10.71,45000,0
51.19,11.23,75000,0
68.552,12.9,4.00E+05,1
77.533,11.63,112500,1
66.573,12.9,4.00E+05,1
54.262,10.46,35000,0
72.512,10.46,35000,0
60.293,10.92,55000,0
70.184,12.07,175000,1
55.805,11.35,85000,0
82.922,12.07,175000,1
69.176,10.71,45000,0
25.042,10.46,35000,0
62.911,11.23,75000,0
40.157,12.43,250000,1
77.448,10.92,55000,0
88.715,11.63,112500,1
64.738,11.83,137500,1
58.761,10.71,45000,0
48.017,11.63,112500,1
97.073,10.92,55000,0
59.764,11.08,65000,0
56.895,12.43,250000,1
53.807,11.46,95000,0
84.855,11.83,137500,1
69.617,10.71,45000,0
42.791,12.07,175000,1
68.552,11.46,95000,0
74.3,10.46,35000,0
57.737,11.35,85000,0
66.321,11.08,65000,0
74.479,11.63,112500,1
46,11.63,112500,1
69.365,11.83,137500,1
76.404,11.63,112500,1
77.196,12.07,175000,1
46.54,10.46,35000,0
74.98,10.46,35000,0
89.202,10.92,55000,0
71.973,11.35,85000,0
46.618,12.07,175000,1
54.524,10.46,35000,0
59.442,10.13,25000,0
66.811,11.83,137500,1
65.28,10.71,45000,0
55.733,11.23,75000,0
46.618,10.71,45000,0
63.191,11.83,137500,1
68.115,11.63,112500,1
61.493,10.13,25000,0
85.597,11.08,65000,0
47,11.23,75000,0
57.707,11.08,65000,0
61.675,11.08,65000,0
52.106,11.83,137500,1
78.758,11.08,65000,0
84.416,12.07,175000,1
59.327,11.63,112500,1
47.152,11.35,85000,0
58.494,10.46,35000,0
44.06,12.07,175000,1
61.777,11.46,95000,0
53.486,11.08,65000,0
76.282,11.08,65000,0
68.227,11.23,75000,0
53.513,9.62,15000,0
57.818,11.83,137500,1
67.89,11.83,137500,1
54.651,11.63,112500,1
73.141,11.08,65000,0
49.184,11.23,75000,0
70.769,11.46,95000,0
59.533,11.35,85000,0
55.871,11.63,112500,1
59.384,12.43,250000,1
82.256,11.46,95000,0
46.324,9.62,15000,0
69.488,11.35,85000,0
57.286,11.35,85000,0
76.893,12.07,175000,1
65.122,11.08,65000,0
49.269,9.62,15000,0
84.559,11.23,75000,0
57.788,11.35,85000,0
54.725,10.92,55000,0
87.211,11.08,65000,0
55.658,10.46,35000,0
38.856,10.71,45000,0
65.499,9.62,15000,0
74,11.83,137500,1
77.686,11.23,75000,0
36.303,11.08,65000,0
58.323,11.46,95000,0
74.825,11.83,137500,1
72.961,10.13,25000,0
54.342,10.46,35000,0
51.897,10.46,35000,0
58.465,11.83,137500,1
41.463,11.08,65000,0
73.005,9.62,15000,0
47,11.35,85000,0
38.856,11.46,95000,0
66.857,11.63,112500,1
62.886,11.83,137500,1
33.709,12.43,250000,1
57.045,12.43,250000,1
59.507,10.13,25000,0
70.457,11.83,137500,1
84.559,12.43,250000,1
40.435,12.43,250000,1
62.288,10.13,25000,0
75.784,12.9,4.00E+05,1
47.849,10.46,35000,0
87.651,11.83,137500,1
65.779,11.35,85000,0
47.656,11.08,65000,0
79.085,11.63,112500,1
72.961,11.08,65000,0
57.565,10.92,55000,0
36.799,10.71,45000,0
54.571,11.35,85000,0
70.292,11.08,65000,0
57.887,11.83,137500,1
59.442,11.46,95000,0
67.245,10.13,25000,0
76.693,11.08,65000,0
48.416,10.13,25000,0
78.758,10.46,35000,0
67.764,10.46,35000,0
53.848,10.46,35000,0
64.453,11.23,75000,0
64.981,11.35,85000,0
98.183,10.13,25000,0
40.435,11.35,85000,0
61.392,12.9,4.00E+05,1
65.468,12.43,250000,1
60.719,11.08,65000,0
50,12.07,175000,1
83.84,11.46,95000,0
57.045,11.08,65000,0
61.441,10.71,45000,0
53.895,10.71,45000,0
72.157,10.46,35000,0
100,10.46,35000,0
55.069,13.35,625000,1
68.078,11.63,112500,1
71.665,11.63,112500,1
68.585,12.07,175000,1
65.607,11.35,85000,0
68.895,9.62,15000,0
48.998,12.07,175000,1
61.441,12.07,175000,1
45.981,11.35,85000,0
58.761,11.63,112500,1
60.45,10.92,55000,0
59.384,11.83,137500,1
51.42,12.07,175000,1
65.157,10.46,35000,0
52.364,11.08,65000,0
48.261,10.46,35000,0
59.794,10.46,35000,0
71.191,10.92,55000,0
63.36,10.71,45000,0
51.567,10.13,25000,0
81.988,10.46,35000,0
64.083,11.63,112500,1
50.305,10.13,25000,0
60.392,10.71,45000,0
60.875,10.46,35000,0
57.619,11.63,112500,1
83.35,11.83,137500,1
51.745,11.46,95000,0
25.042,11.83,137500,1
77.378,11.46,95000,0
47.06,11.83,137500,1
64.654,11.08,65000,0
74.762,11.35,85000,0
73.323,12.9,4.00E+05,1
57.323,10.92,55000,0
54.847,10.46,35000,0
74.927,11.08,65000,0
57.956,12.07,175000,1
75.974,10.71,45000,0
62.697,11.08,65000,0
68.552,10.92,55000,0
66.409,11.35,85000,0
55.493,9.62,15000,0
64.4,10.92,55000,0
54.524,11.83,137500,1
66.811,11.35,85000,0
69.93,12.07,175000,1
81.159,11.08,65000,0
55.805,12.43,250000,1
68.404,12.07,175000,1
58.885,12.07,175000,1
57.286,12.07,175000,1
50.426,11.83,137500,1
59.737,10.46,35000,0
68.115,11.83,137500,1
69.801,10.92,55000,0
75.677,10.13,25000,0
72.648,10.71,45000,0
62.006,11.63,112500,1
46.967,11.35,85000,0
49.853,10.71,45000,0
68.367,10.92,55000,0
78.128,12.43,250000,1
64.859,12.43,250000,1
79.16,11.46,95000,0
55.069,10.71,45000,0
68.115,11.23,75000,0
54.992,9.62,15000,0
62.421,11.83,137500,1
83.468,10.46,35000,0
100,11.23,75000,0
72.598,12.43,250000,1
60.202,11.46,95000,0
48.202,12.07,175000,1
67.484,11.08,65000,0
57.619,11.83,137500,1
85.322,11.63,112500,1
31.148,10.13,25000,0
44.06,9.62,15000,0
61.652,11.08,65000,0
78.385,12.07,175000,1
73.883,11.63,112500,1
50.531,11.46,95000,0
76.957,11.23,75000,0
48.998,11.35,85000,0
58.578,12.07,175000,1
55.733,11.46,95000,0
57.591,11.08,65000,0
70.566,12.07,175000,1
63.063,11.08,65000,0
72.48,12.07,175000,1
64.617,9.62,15000,0
58.695,10.71,45000,0
58.545,11.63,112500,1
56.197,11.46,95000,0
61.199,12.07,175000,1
80.001,12.9,4.00E+05,1
83.135,11.08,65000,0
57.677,11.46,95000,0
61.493,10.46,35000,0
54.725,11.35,85000,0
65.779,11.35,85000,0
64.427,11.35,85000,0
64.738,10.71,45000,0
65.189,11.83,137500,1
69.212,11.63,112500,1
67.342,10.46,35000,0
58.166,12.07,175000,1
51.256,10.13,25000,0
63.304,10.13,25000,0
55.493,10.92,55000,0
71.973,12.43,250000,1
75.346,11.23,75000,0
58.367,11.08,65000,0
57.887,12.43,250000,1
53.994,11.08,65000,0
61.568,12.9,4.00E+05,1
57.134,10.92,55000,0
47.422,11.08,65000,0
78.255,9.62,15000,0
57.485,11.46,95000,0
73.274,12.07,175000,1
81.482,10.46,35000,0
81.895,10.92,55000,0
66.079,11.46,95000,0
45.475,10.71,45000,0
100,10.13,25000,0
51.839,10.71,45000,0
60.103,11.35,85000,0
65.189,11.83,137500,1
68.042,11.83,137500,1
53.895,13.35,625000,1
36.303,10.92,55000,0
55.453,11.46,95000,0
64.006,10.46,35000,0
66.732,12.07,175000,1
55.871,11.63,112500,1
65.866,12.43,250000,1
63.336,11.23,75000,0
47,10.46,35000,0
55.145,10.71,45000,0
65.317,11.08,65000,0
53.895,12.43,250000,1
81.159,11.63,112500,1
63.461,10.71,45000,0
64.796,9.62,15000,0
73.883,10.92,55000,0
54.801,11.83,137500,1
75.899,10.13,25000,0
46.618,11.46,95000,0
57.887,12.07,175000,1
62,10.46,35000,0
64.169,11.83,137500,1
74.3,12.9,4.00E+05,1
81.275,11.83,137500,1
58.29,11.08,65000,0
50.176,11.08,65000,0
68.797,10.46,35000,0
61.365,11.35,85000,0
77.988,13.35,625000,1
51.014,9.62,15000,0
82.256,12.9,4.00E+05,1
62.642,12.43,250000,1
64,11.35,85000,0
74.881,9.62,15000,0
52.776,12.43,250000,1
60.622,11.46,95000,0
63.824,11.35,85000,0
42.955,10.92,55000,0
74.881,10.92,55000,0
75.624,10.71,45000,0
66.409,9.62,15000,0
77.323,11.08,65000,0
67.629,11.83,137500,1
68.367,13.35,625000,1
68.227,10.71,45000,0
56.865,10.71,45000,0
63.063,11.83,137500,1
54.992,12.07,175000,1
59.996,12.43,250000,1
80.073,11.63,112500,1
69.617,11.08,65000,0
88.436,10.13,25000,0
48.857,9.62,15000,0
56.828,12.07,175000,1
53.555,9.62,15000,0
73.835,12.07,175000,1
65.637,12.07,175000,1
93.326,11.46,95000,0
39.226,9.62,15000,0
54.071,9.62,15000,0
54.893,11.83,137500,1
85.916,12.9,4.00E+05,1
62.351,11.46,95000,0
51.745,11.08,65000,0
73.502,13.35,625000,1
54.687,11.23,75000,0
71.191,10.46,35000,0
65.056,11.08,65000,0
59.625,11.63,112500,1
41.977,11.35,85000,0
72.848,12.43,250000,1
58.465,11.08,65000,0
75.784,11.35,85000,0
66.78,12.07,175000,1
50.242,11.46,95000,0
53.765,11.35,85000,0
63.336,12.07,175000,1
70.807,11.08,65000,0
57.533,11.08,65000,0
41.167,11.08,65000,0
54.801,10.46,35000,0
94.486,11.35,85000,0
72.292,12.43,250000,1
77.988,12.9,4.00E+05,1
79.575,12.43,250000,1
66,11.63,112500,1
89.539,11.46,95000,0
65.157,11.63,112500,1
66.117,10.71,45000,0
55.237,11.23,75000,0
49.607,10.92,55000,0
64.169,10.71,45000,0
62.642,10.71,45000,0
63.569,10.92,55000,0
65,10.13,25000,0
